QueryMolecule,PromptType,Prediction,ExtractedRatings,GT_FISH,GT_COLD,GT_AMMONIA,GT_DECAYED,GT_STRENGTH,GT_PLEASANT,GT_FAMILIAR,FISH_error,FISH_predicted,FISH_actual,COLD_error,COLD_predicted,COLD_actual,AMMONIA/URINOUS_error,AMMONIA/URINOUS_predicted,AMMONIA/URINOUS_actual,DECAYED_error,DECAYED_predicted,DECAYED_actual,HOW STRONG IS THE SMELL?_error,HOW STRONG IS THE SMELL?_predicted,HOW STRONG IS THE SMELL?_actual,HOW PLEASANT IS THE SMELL?_error,HOW PLEASANT IS THE SMELL?_predicted,HOW PLEASANT IS THE SMELL?_actual,HOW FAMILIAR IS THE SMELL?_error,HOW FAMILIAR IS THE SMELL?_predicted,HOW FAMILIAR IS THE SMELL?_actual,mean_absolute_error,dimensions_evaluated,error
benzyl alcohol,basic,"<scent_ratings>
{
    ""molecule"": ""benzyl alcohol"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 40.0,
    ""SWEET"": 50.0,
    ""FRUIT"": 25.0,
    ""FISH"": 10.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 20.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 20.0,
    ""WARM"": 35.0,
    ""MUSKY"": 15.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 15.0,
    ""WOOD"": 40.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 60.0,
    ""CHEMICAL"": 25.0,
    ""HOW STRONG IS THE SMELL?"": 40.0,
    ""HOW PLEASANT IS THE SMELL?"": 55.0,
    ""HOW FAMILIAR IS THE SMELL?"": 60.0
}
</scent_ratings>","{'molecule': 'benzyl alcohol', 'EDIBLE': 30.0, 'BAKERY': 40.0, 'SWEET': 50.0, 'FRUIT': 25.0, 'FISH': 10.0, 'GARLIC': 5.0, 'SPICES': 20.0, 'COLD': 25.0, 'SOUR': 15.0, 'BURNT': 10.0, 'ACID': 20.0, 'WARM': 35.0, 'MUSKY': 15.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 15.0, 'WOOD': 40.0, 'GRASS': 20.0, 'FLOWER': 60.0, 'CHEMICAL': 25.0, 'HOW STRONG IS THE SMELL?': 40.0, 'HOW PLEASANT IS THE SMELL?': 55.0, 'HOW FAMILIAR IS THE SMELL?': 60.0}",4.333333333333333,35.473684210526315,29.5625,19.0,60.47524752475248,49.3960396039604,48.0,5.666666666666667,10.0,4.333333333333333,10.473684210526315,25.0,35.473684210526315,9.5625,20.0,29.5625,4.0,15.0,19.0,20.475247524752483,40.0,60.47524752475248,5.6039603960395965,55.0,49.3960396039604,12.0,60.0,48.0,9.683151256855009,7.0,
benzaldehyde,basic,"<scent_ratings>
{
    ""molecule"": ""benzaldehyde"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 60.0,
    ""SWEET"": 55.0,
    ""FRUIT"": 40.0,
    ""FISH"": 10.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 20.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 20.0,
    ""WARM"": 30.0,
    ""MUSKY"": 15.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 15.0,
    ""WOOD"": 25.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 50.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 40.0,
    ""HOW PLEASANT IS THE SMELL?"": 65.0,
    ""HOW FAMILIAR IS THE SMELL?"": 70.0
}
</scent_ratings>","{'molecule': 'benzaldehyde', 'EDIBLE': 30.0, 'BAKERY': 60.0, 'SWEET': 55.0, 'FRUIT': 40.0, 'FISH': 10.0, 'GARLIC': 5.0, 'SPICES': 20.0, 'COLD': 25.0, 'SOUR': 15.0, 'BURNT': 10.0, 'ACID': 20.0, 'WARM': 30.0, 'MUSKY': 15.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 15.0, 'WOOD': 25.0, 'GRASS': 20.0, 'FLOWER': 50.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 40.0, 'HOW PLEASANT IS THE SMELL?': 65.0, 'HOW FAMILIAR IS THE SMELL?': 70.0}",10.5,20.5,15.7,16.6,60.54651162790697,62.63953488372093,55.53488372093023,0.5,10.0,10.5,4.5,25.0,20.5,4.300000000000001,20.0,15.7,1.6000000000000014,15.0,16.6,20.546511627906973,40.0,60.54651162790697,2.360465116279073,65.0,62.63953488372093,14.465116279069768,70.0,55.53488372093023,6.896013289036545,7.0,
anisole,basic,"<scent_ratings>
{
    ""molecule"": ""anisole"",
    ""EDIBLE"": 20.0,
    ""BAKERY"": 25.0,
    ""SWEET"": 30.0,
    ""FRUIT"": 15.0,
    ""FISH"": 10.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 25.0,
    ""COLD"": 30.0,
    ""SOUR"": 10.0,
    ""BURNT"": 5.0,
    ""ACID"": 15.0,
    ""WARM"": 20.0,
    ""MUSKY"": 10.0,
    ""SWEATY"": 5.0,
    ""AMMONIA/URINOUS"": 15.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 30.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 40.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 40.0,
    ""HOW PLEASANT IS THE SMELL?"": 60.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': 'anisole', 'EDIBLE': 20.0, 'BAKERY': 25.0, 'SWEET': 30.0, 'FRUIT': 15.0, 'FISH': 10.0, 'GARLIC': 5.0, 'SPICES': 25.0, 'COLD': 30.0, 'SOUR': 10.0, 'BURNT': 5.0, 'ACID': 15.0, 'WARM': 20.0, 'MUSKY': 10.0, 'SWEATY': 5.0, 'AMMONIA/URINOUS': 15.0, 'DECAYED': 10.0, 'WOOD': 30.0, 'GRASS': 20.0, 'FLOWER': 40.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 40.0, 'HOW PLEASANT IS THE SMELL?': 60.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",22.6,28.33333333333333,28.33333333333333,21.0,59.795180722891565,36.6144578313253,41.65060240963855,12.600000000000001,10.0,22.6,1.6666666666666714,30.0,28.33333333333333,13.333333333333329,15.0,28.33333333333333,11.0,10.0,21.0,19.795180722891565,40.0,59.795180722891565,23.385542168674696,60.0,36.6144578313253,8.349397590361448,50.0,41.65060240963855,12.875731497418244,7.0,
Methyl phenylacetate,basic,"```json
{
    ""molecule"": ""Methyl phenylacetate"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 35.0,
    ""SWEET"": 60.0,
    ""FRUIT"": 50.0,
    ""FISH"": 10.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 20.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 20.0,
    ""WARM"": 30.0,
    ""MUSKY"": 15.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 15.0,
    ""WOOD"": 25.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 55.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 40.0,
    ""HOW PLEASANT IS THE SMELL?"": 60.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
```",PARSE_ERROR,9.0,39.41176470588236,34.5,27.894736842105264,63.96153846153846,42.60576923076923,51.89423076923077,,,,,,,,,,,,,,,,,,,,,,,,Could not parse prediction
Diphenyl ether,basic,"<scent_ratings>
{
    ""molecule"": ""Diphenyl ether"",
    ""EDIBLE"": 10.0,
    ""BAKERY"": 15.0,
    ""SWEET"": 20.0,
    ""FRUIT"": 5.0,
    ""FISH"": 30.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 25.0,
    ""COLD"": 20.0,
    ""SOUR"": 5.0,
    ""BURNT"": 15.0,
    ""ACID"": 10.0,
    ""WARM"": 25.0,
    ""MUSKY"": 30.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 15.0,
    ""WOOD"": 40.0,
    ""GRASS"": 10.0,
    ""FLOWER"": 5.0,
    ""CHEMICAL"": 35.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 40.0,
    ""HOW FAMILIAR IS THE SMELL?"": 45.0
}
</scent_ratings>","{'molecule': 'Diphenyl ether', 'EDIBLE': 10.0, 'BAKERY': 15.0, 'SWEET': 20.0, 'FRUIT': 5.0, 'FISH': 30.0, 'GARLIC': 10.0, 'SPICES': 25.0, 'COLD': 20.0, 'SOUR': 5.0, 'BURNT': 15.0, 'ACID': 10.0, 'WARM': 25.0, 'MUSKY': 30.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 15.0, 'WOOD': 40.0, 'GRASS': 10.0, 'FLOWER': 5.0, 'CHEMICAL': 35.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 40.0, 'HOW FAMILIAR IS THE SMELL?': 45.0}",11.5,31.181818181818183,35.625,5.0,46.86666666666667,48.906666666666666,40.973333333333336,18.5,30.0,11.5,11.181818181818183,20.0,31.181818181818183,15.625,20.0,35.625,10.0,15.0,5.0,3.133333333333333,50.0,46.86666666666667,8.906666666666666,40.0,48.906666666666666,4.026666666666664,45.0,40.973333333333336,10.196212121212122,7.0,
"1,3-Diphenyl-2-propanone",basic,"```json
{
    ""molecule"": ""1,3-Diphenyl-2-propanone"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 40.0,
    ""SWEET"": 55.0,
    ""FRUIT"": 25.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 35.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 20.0,
    ""ACID"": 10.0,
    ""WARM"": 45.0,
    ""MUSKY"": 30.0,
    ""SWEATY"": 15.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 15.0,
    ""WOOD"": 40.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 50.0,
    ""CHEMICAL"": 25.0,
    ""HOW STRONG IS THE SMELL?"": 60.0,
    ""HOW PLEASANT IS THE SMELL?"": 55.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
```",PARSE_ERROR,14.333333333333334,26.2,27.310344827586206,20.2,59.694736842105264,37.14736842105263,49.02105263157895,,,,,,,,,,,,,,,,,,,,,,,,Could not parse prediction
Isobutyl phenylacetate,basic,"<scent_ratings>
{
    ""molecule"": ""Isobutyl phenylacetate"",
    ""EDIBLE"": 25.0,
    ""BAKERY"": 30.0,
    ""SWEET"": 40.0,
    ""FRUIT"": 35.0,
    ""FISH"": 15.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 20.0,
    ""COLD"": 25.0,
    ""SOUR"": 10.0,
    ""BURNT"": 5.0,
    ""ACID"": 15.0,
    ""WARM"": 30.0,
    ""MUSKY"": 10.0,
    ""SWEATY"": 5.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 20.0,
    ""GRASS"": 15.0,
    ""FLOWER"": 40.0,
    ""CHEMICAL"": 10.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 55.0,
    ""HOW FAMILIAR IS THE SMELL?"": 45.0
}
</scent_ratings>","{'molecule': 'Isobutyl phenylacetate', 'EDIBLE': 25.0, 'BAKERY': 30.0, 'SWEET': 40.0, 'FRUIT': 35.0, 'FISH': 15.0, 'GARLIC': 5.0, 'SPICES': 20.0, 'COLD': 25.0, 'SOUR': 10.0, 'BURNT': 5.0, 'ACID': 15.0, 'WARM': 30.0, 'MUSKY': 10.0, 'SWEATY': 5.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 10.0, 'WOOD': 20.0, 'GRASS': 15.0, 'FLOWER': 40.0, 'CHEMICAL': 10.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 55.0, 'HOW FAMILIAR IS THE SMELL?': 45.0}",18.666666666666668,23.416666666666668,23.55555555555556,25.785714285714285,39.60526315789474,48.53947368421053,43.76315789473684,3.666666666666668,15.0,18.666666666666668,1.5833333333333321,25.0,23.416666666666668,3.5555555555555607,20.0,23.55555555555556,15.785714285714285,10.0,25.785714285714285,10.39473684210526,50.0,39.60526315789474,6.460526315789473,55.0,48.53947368421053,1.2368421052631575,45.0,43.76315789473684,6.097625014918249,7.0,
Benzyl phenylacetate,basic,"<scent_ratings>
{
    ""molecule"": ""Benzyl phenylacetate"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 40.0,
    ""SWEET"": 55.0,
    ""FRUIT"": 50.0,
    ""FISH"": 15.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 25.0,
    ""COLD"": 30.0,
    ""SOUR"": 10.0,
    ""BURNT"": 5.0,
    ""ACID"": 20.0,
    ""WARM"": 35.0,
    ""MUSKY"": 20.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 15.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 30.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 60.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 65.0,
    ""HOW FAMILIAR IS THE SMELL?"": 55.0
}
</scent_ratings>","{'molecule': 'Benzyl phenylacetate', 'EDIBLE': 30.0, 'BAKERY': 40.0, 'SWEET': 55.0, 'FRUIT': 50.0, 'FISH': 15.0, 'GARLIC': 5.0, 'SPICES': 25.0, 'COLD': 30.0, 'SOUR': 10.0, 'BURNT': 5.0, 'ACID': 20.0, 'WARM': 35.0, 'MUSKY': 20.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 15.0, 'DECAYED': 10.0, 'WOOD': 30.0, 'GRASS': 20.0, 'FLOWER': 60.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 65.0, 'HOW FAMILIAR IS THE SMELL?': 55.0}",33.0,25.4,26.625,22.727272727272727,48.36986301369863,36.71232876712329,45.36986301369863,18.0,15.0,33.0,4.600000000000001,30.0,25.4,11.625,15.0,26.625,12.727272727272727,10.0,22.727272727272727,1.6301369863013733,50.0,48.36986301369863,28.28767123287671,65.0,36.71232876712329,9.630136986301373,55.0,45.36986301369863,12.357173990393168,7.0,
Phenethyl phenylacetate,basic,"<scent_ratings>
{
    ""molecule"": ""Phenethyl phenylacetate"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 40.0,
    ""SWEET"": 55.0,
    ""FRUIT"": 45.0,
    ""FISH"": 20.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 25.0,
    ""COLD"": 30.0,
    ""SOUR"": 10.0,
    ""BURNT"": 5.0,
    ""ACID"": 15.0,
    ""WARM"": 35.0,
    ""MUSKY"": 20.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 15.0,
    ""WOOD"": 25.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 60.0,
    ""CHEMICAL"": 10.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 65.0,
    ""HOW FAMILIAR IS THE SMELL?"": 55.0
}
</scent_ratings>","{'molecule': 'Phenethyl phenylacetate', 'EDIBLE': 30.0, 'BAKERY': 40.0, 'SWEET': 55.0, 'FRUIT': 45.0, 'FISH': 20.0, 'GARLIC': 5.0, 'SPICES': 25.0, 'COLD': 30.0, 'SOUR': 10.0, 'BURNT': 5.0, 'ACID': 15.0, 'WARM': 35.0, 'MUSKY': 20.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 15.0, 'WOOD': 25.0, 'GRASS': 20.0, 'FLOWER': 60.0, 'CHEMICAL': 10.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 65.0, 'HOW FAMILIAR IS THE SMELL?': 55.0}",23.666666666666668,31.0,22.857142857142858,26.25,34.11666666666667,53.18333333333333,32.36666666666667,3.666666666666668,20.0,23.666666666666668,1.0,30.0,31.0,2.8571428571428577,20.0,22.857142857142858,11.25,15.0,26.25,15.883333333333333,50.0,34.11666666666667,11.81666666666667,65.0,53.18333333333333,22.633333333333333,55.0,32.36666666666667,9.872448979591837,7.0,
Triacetin,basic,"<scent_ratings>
{
    ""molecule"": ""Triacetin"",
    ""EDIBLE"": 45.0,
    ""BAKERY"": 50.0,
    ""SWEET"": 55.0,
    ""FRUIT"": 40.0,
    ""FISH"": 10.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 30.0,
    ""COLD"": 25.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 20.0,
    ""WARM"": 35.0,
    ""MUSKY"": 20.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 15.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 25.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 30.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 40.0,
    ""HOW PLEASANT IS THE SMELL?"": 60.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': 'Triacetin', 'EDIBLE': 45.0, 'BAKERY': 50.0, 'SWEET': 55.0, 'FRUIT': 40.0, 'FISH': 10.0, 'GARLIC': 5.0, 'SPICES': 30.0, 'COLD': 25.0, 'SOUR': 15.0, 'BURNT': 10.0, 'ACID': 20.0, 'WARM': 35.0, 'MUSKY': 20.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 15.0, 'DECAYED': 10.0, 'WOOD': 25.0, 'GRASS': 20.0, 'FLOWER': 30.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 40.0, 'HOW PLEASANT IS THE SMELL?': 60.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",14.75,21.307692307692307,25.428571428571427,28.22222222222222,51.3956043956044,36.03296703296704,46.75824175824176,4.75,10.0,14.75,3.6923076923076934,25.0,21.307692307692307,10.428571428571427,15.0,25.428571428571427,18.22222222222222,10.0,28.22222222222222,11.395604395604401,40.0,51.3956043956044,23.967032967032956,60.0,36.03296703296704,3.241758241758241,50.0,46.75824175824176,10.813928135356706,7.0,
dimethyl benzene propanol,basic,"<scent_ratings>
{
    ""molecule"": ""dimethyl benzene propanol"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 35.0,
    ""SWEET"": 40.0,
    ""FRUIT"": 25.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 30.0,
    ""COLD"": 28.0,
    ""SOUR"": 15.0,
    ""BURNT"": 20.0,
    ""ACID"": 25.0,
    ""WARM"": 35.0,
    ""MUSKY"": 30.0,
    ""SWEATY"": 15.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 18.0,
    ""WOOD"": 40.0,
    ""GRASS"": 25.0,
    ""FLOWER"": 30.0,
    ""CHEMICAL"": 35.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 45.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': 'dimethyl benzene propanol', 'EDIBLE': 30.0, 'BAKERY': 35.0, 'SWEET': 40.0, 'FRUIT': 25.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 30.0, 'COLD': 28.0, 'SOUR': 15.0, 'BURNT': 20.0, 'ACID': 25.0, 'WARM': 35.0, 'MUSKY': 30.0, 'SWEATY': 15.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 18.0, 'WOOD': 40.0, 'GRASS': 25.0, 'FLOWER': 30.0, 'CHEMICAL': 35.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 45.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",12.5,26.5,13.875,24.666666666666668,29.63492063492064,60.17460317460318,45.61904761904762,7.5,20.0,12.5,1.5,28.0,26.5,6.125,20.0,13.875,6.666666666666668,18.0,24.666666666666668,20.36507936507936,50.0,29.63492063492064,15.174603174603178,45.0,60.17460317460318,4.38095238095238,50.0,45.61904761904762,8.816043083900226,7.0,
2-ethylhexyl acetate,basic,"<scent_ratings>
{
    ""molecule"": ""2-ethylhexyl acetate"",
    ""EDIBLE"": 30.0,
    ""BAKERY"": 25.0,
    ""SWEET"": 40.0,
    ""FRUIT"": 35.0,
    ""FISH"": 20.0,
    ""GARLIC"": 10.0,
    ""SPICES"": 25.0,
    ""COLD"": 30.0,
    ""SOUR"": 15.0,
    ""BURNT"": 5.0,
    ""ACID"": 20.0,
    ""WARM"": 30.0,
    ""MUSKY"": 15.0,
    ""SWEATY"": 10.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 15.0,
    ""WOOD"": 25.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 30.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 55.0,
    ""HOW FAMILIAR IS THE SMELL?"": 45.0
}
</scent_ratings>","{'molecule': '2-ethylhexyl acetate', 'EDIBLE': 30.0, 'BAKERY': 25.0, 'SWEET': 40.0, 'FRUIT': 35.0, 'FISH': 20.0, 'GARLIC': 10.0, 'SPICES': 25.0, 'COLD': 30.0, 'SOUR': 15.0, 'BURNT': 5.0, 'ACID': 20.0, 'WARM': 30.0, 'MUSKY': 15.0, 'SWEATY': 10.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 15.0, 'WOOD': 25.0, 'GRASS': 20.0, 'FLOWER': 30.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 55.0, 'HOW FAMILIAR IS THE SMELL?': 45.0}",29.5,20.0,3.8333333333333335,6.666666666666667,37.95774647887324,45.04225352112676,36.67605633802817,9.5,20.0,29.5,10.0,30.0,20.0,16.166666666666668,20.0,3.8333333333333335,8.333333333333332,15.0,6.666666666666667,12.04225352112676,50.0,37.95774647887324,9.95774647887324,55.0,45.04225352112676,8.323943661971832,45.0,36.67605633802817,10.617706237424548,7.0,
ethyl cinnamate,basic,"<scent_ratings>
{
    ""molecule"": ""ethyl cinnamate"",
    ""EDIBLE"": 60.0,
    ""BAKERY"": 55.0,
    ""SWEET"": 70.0,
    ""FRUIT"": 65.0,
    ""FISH"": 10.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 50.0,
    ""COLD"": 30.0,
    ""SOUR"": 15.0,
    ""BURNT"": 10.0,
    ""ACID"": 20.0,
    ""WARM"": 40.0,
    ""MUSKY"": 15.0,
    ""SWEATY"": 5.0,
    ""AMMONIA/URINOUS"": 10.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 25.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 60.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 50.0,
    ""HOW PLEASANT IS THE SMELL?"": 70.0,
    ""HOW FAMILIAR IS THE SMELL?"": 55.0
}
</scent_ratings>","{'molecule': 'ethyl cinnamate', 'EDIBLE': 60.0, 'BAKERY': 55.0, 'SWEET': 70.0, 'FRUIT': 65.0, 'FISH': 10.0, 'GARLIC': 5.0, 'SPICES': 50.0, 'COLD': 30.0, 'SOUR': 15.0, 'BURNT': 10.0, 'ACID': 20.0, 'WARM': 40.0, 'MUSKY': 15.0, 'SWEATY': 5.0, 'AMMONIA/URINOUS': 10.0, 'DECAYED': 10.0, 'WOOD': 25.0, 'GRASS': 20.0, 'FLOWER': 60.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 50.0, 'HOW PLEASANT IS THE SMELL?': 70.0, 'HOW FAMILIAR IS THE SMELL?': 55.0}",7.2,17.166666666666668,16.2,24.75,58.78313253012048,58.373493975903614,43.6144578313253,2.8,10.0,7.2,12.833333333333332,30.0,17.166666666666668,6.199999999999999,10.0,16.2,14.75,10.0,24.75,8.783132530120483,50.0,58.78313253012048,11.626506024096386,70.0,58.373493975903614,11.385542168674696,55.0,43.6144578313253,9.768359150889271,7.0,
Phenethyl acetate,basic,"<scent_ratings>
{
    ""molecule"": ""Phenethyl acetate"",
    ""EDIBLE"": 40.0,
    ""BAKERY"": 45.0,
    ""SWEET"": 60.0,
    ""FRUIT"": 55.0,
    ""FISH"": 20.0,
    ""GARLIC"": 5.0,
    ""SPICES"": 30.0,
    ""COLD"": 25.0,
    ""SOUR"": 10.0,
    ""BURNT"": 5.0,
    ""ACID"": 15.0,
    ""WARM"": 35.0,
    ""MUSKY"": 10.0,
    ""SWEATY"": 5.0,
    ""AMMONIA/URINOUS"": 20.0,
    ""DECAYED"": 10.0,
    ""WOOD"": 25.0,
    ""GRASS"": 20.0,
    ""FLOWER"": 50.0,
    ""CHEMICAL"": 15.0,
    ""HOW STRONG IS THE SMELL?"": 40.0,
    ""HOW PLEASANT IS THE SMELL?"": 65.0,
    ""HOW FAMILIAR IS THE SMELL?"": 50.0
}
</scent_ratings>","{'molecule': 'Phenethyl acetate', 'EDIBLE': 40.0, 'BAKERY': 45.0, 'SWEET': 60.0, 'FRUIT': 55.0, 'FISH': 20.0, 'GARLIC': 5.0, 'SPICES': 30.0, 'COLD': 25.0, 'SOUR': 10.0, 'BURNT': 5.0, 'ACID': 15.0, 'WARM': 35.0, 'MUSKY': 10.0, 'SWEATY': 5.0, 'AMMONIA/URINOUS': 20.0, 'DECAYED': 10.0, 'WOOD': 25.0, 'GRASS': 20.0, 'FLOWER': 50.0, 'CHEMICAL': 15.0, 'HOW STRONG IS THE SMELL?': 40.0, 'HOW PLEASANT IS THE SMELL?': 65.0, 'HOW FAMILIAR IS THE SMELL?': 50.0}",2.0,24.785714285714285,15.545454545454543,18.125,53.02298850574713,55.64367816091954,56.49425287356322,18.0,20.0,2.0,0.2142857142857153,25.0,24.785714285714285,4.454545454545457,20.0,15.545454545454543,8.125,10.0,18.125,13.02298850574713,40.0,53.02298850574713,9.356321839080458,65.0,55.64367816091954,6.4942528735632195,50.0,56.49425287356322,8.523913483888853,7.0,
